==== HBASE-21507 ====
2	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/ipc/MetricsHBaseServerWrapper.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/AbstractStateMachineRegionProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcScheduler.java
==== HBASE-21938 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcClient.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
==== HBASE-21942 ====
0	False	hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/master/RSGroupListTmpl.jamon
1	False	hbase-server/src/main/resources/hbase-webapps/master/zk.jsp
2	True	hbase-server/src/main/resources/hbase-webapps/master/rsgroup.jsp
3	False	hbase-endpoint/src/main/java/org/apache/hadoop/hbase/coprocessor/Export.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-21943 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/FSHLogProvider.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLocations.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/throttle/PressureAwareCompactionThroughputController.java
3	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRegionLocatorHelper.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-21947 ====
0	True	hbase-shell/src/main/ruby/hbase/taskmonitor.rb
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/AgeSnapshot.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/IdentityTableReduce.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/KeyValueHeap.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/errorhandling/ForeignException.java
==== HBASE-21959 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/bucket/FileIOEngine.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/RegionGroupingProvider.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
==== HBASE-21960 ====
0	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/RESTServletContainer.java
1	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/HttpConfig.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/BaseLoadBalancer.java
4	False	hbase-rest/pom.xml
==== HBASE-21961 ====
0	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/IncrementalTableBackupClient.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultStoreFileManager.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/TableSpaceQuotaSnapshotNotifier.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTable.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-21983 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-21990 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/snapshot/ExportSnapshotException.java
4	False	bin/local-master-backup.sh
==== HBASE-21991 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcClient.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/EncodingState.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileInfo.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/HFileBlockDefaultDecodingContext.java
==== HBASE-22006 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionServerWrapperImpl.java
4	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionServerSourceImpl.java
==== HBASE-22011 ====
0	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/RowResource.java
1	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift/ThriftUtilities.java
2	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/IncrementalTableBackupClient.java
3	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/NamespacesInstanceResource.java
==== HBASE-22012 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/visibility/FeedUserAuthScanLabelGenerator.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/visibility/VisibilityNewVersionBehaivorTracker.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionWrapperImpl.java
3	True	hbase-mapreduce/pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCMergedRegionsProcedure.java
==== HBASE-22013 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCMergedRegionsProcedure.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/ScheduledChore.java
2	False	hbase-mapreduce/pom.xml
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormat.java
4	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/FullTableBackupClient.java
==== HBASE-22045 ====
0	True	hbase-hadoop-compat/src/main/java/org/apache/hadoop/metrics2/lib/MutableSizeHistogram.java
1	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/IncrementalBackupManager.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/DumpReplicationQueues.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DisableTableProcedure.java
4	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/metrics/impl/HBaseMetrics2HadoopMetricsAdapter.java
==== HBASE-22053 ====
0	False	hbase-replication/src/main/java/org/apache/hadoop/hbase/replication/ReplicationPeerImpl.java
1	True	bin/local-master-backup.sh
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/RSStatusServlet.java
3	False	hbase-server/src/main/jamon/org/apache/hadoop/hbase/tmpl/common/TaskMonitorTmpl.jamon
4	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java
==== HBASE-22054 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsRegionWrapperImpl.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/LogRoller.java
2	False	hbase-mapreduce/pom.xml
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/GCMergedRegionsProcedure.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-22057 ====
0	False	hbase-protocol-shaded/src/main/protobuf/client/Comparator.proto
1	False	hbase-http/src/main/java/org/apache/hadoop/hbase/util/JSONMetricUtil.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormatBase.java
3	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKWatcher.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/UnsafeAvailChecker.java
==== HBASE-22061 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
2	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerInstanceResource.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
==== HBASE-22067 ====
0	True	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/MiniZooKeeperCluster.java
1	False	hbase-http/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/LoadBalancer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/BackupObserver.java
==== HBASE-22070 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/Replication.java
==== HBASE-22072 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-22073 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/snapshot/RegionServerSnapshotManager.java
1	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcClient.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
==== HBASE-22074 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
==== HBASE-22086 ====
0	False	hbase-mapreduce/pom.xml
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/visibility/FeedUserAuthScanLabelGenerator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DisableTableProcedure.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
==== HBASE-22095 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DisableTableProcedure.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/metrics/impl/HBaseMetrics2HadoopMetricsAdapter.java
2	True	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/impl/IncrementalBackupManager.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/CompoundBloomFilterWriter.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions/RegionOpeningException.java
==== HBASE-22096 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcServer.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/MultiRowResource.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Increment.java
==== HBASE-22100 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/visibility/ZKVisibilityLabelWatcher.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/MultiResponse.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormatBase.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/AbstractMultiOutputCompactor.java
==== HBASE-22103 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DateTieredCompactor.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptorBuilder.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/CleanerChore.java
3	False	hbase-asyncfs/src/main/java/org/apache/hadoop/hbase/io/asyncfs/AsyncFSOutputHelper.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/provider/consumer/ProtobufMessageBodyConsumer.java
==== HBASE-22115 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-22121 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionInfoDisplay.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/ChecksumUtil.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DeleteTableProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-22123 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
1	False	hbase-balancer/src/main/java/org/apache/hadoop/hbase/favored/FavoredNodeAssignmentHelper.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/SnapshotFileCache.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
==== HBASE-22133 ====
0	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/executor/ExecutorService.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/HBaseConfiguration.java
==== HBASE-22142 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/namespace/NamespaceTableAndRegionInfo.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-22144 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/MultiRowRangeFilter.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/KeyValueUtil.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/NamespacesInstanceResource.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/PageFilter.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/filter/ColumnPrefixFilter.java
==== HBASE-22146 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
2	False	hbase-mapreduce/pom.xml
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcConnection.java
4	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKAclReset.java
==== HBASE-22150 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
==== HBASE-22163 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
