==== HIVE-21344 ====
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ShowLocksResponse.java
==== HIVE-21587 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-21591 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LlapDecider.java
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolSession.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionState.java
4	False	llap-client/src/java/org/apache/hadoop/hive/llap/registry/ServiceRegistry.java
==== HIVE-21597 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
1	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/LlapPluginEndpointClient.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/wm/TimeCounterLimit.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastBytesHashSetStore.java
==== HIVE-21598 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/events/AbortTxnEvent.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplDumpWork.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/events/filesystem/FSTableEvent.java
3	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
4	False	metastore/scripts/upgrade/postgres/upgrade-2.1.0-to-2.2.0.postgres.sql
==== HIVE-21600 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordSource.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/SettableUDF.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java
==== HIVE-21604 ====
0	False	cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/GlobalWorkMapFactory.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
==== HIVE-21613 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/mr/ExecMapperContext.java
3	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/UDFConv.java
==== HIVE-21619 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/VectorizedParquetRecordReader.java
1	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsVariable.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/BinarySortableSerDe.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/PrimitiveObjectInspectorFactory.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/objectinspector/LazyBinaryObjectInspectorFactory.java
==== HIVE-21624 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/spark/GenSparkProcContext.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
==== HIVE-21625 ====
0	True	storage-api/src/java/org/apache/hive/common/util/TxnIdUtils.java
1	False	storage-api/src/java/org/apache/hive/common/util/BloomFilter.java
2	False	common/src/java/org/apache/hive/common/util/StreamPrinter.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloRow.java
==== HIVE-21631 ====
0	True	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/RetryingHMSHandler.java
2	False	storage-api/src/java/org/apache/hive/common/util/Murmur3.java
3	True	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-21641 ====
0	False	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
1	False	llap-client/src/java/org/apache/hadoop/hive/llap/LlapBaseRecordReader.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/HivePrivilegeObject.java
3	False	llap-client/src/java/org/apache/hadoop/hive/llap/LlapInputSplit.java
4	False	llap-common/src/java/org/apache/hadoop/hive/llap/FieldDesc.java
==== HIVE-21646 ====
0	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/MergeJoinProc.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
==== HIVE-21651 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ArrayWritableObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SimpleFetchOptimizer.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/ParquetHiveArrayInspector.java
3	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/InternalUtil.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/JoinDesc.java
==== HIVE-21654 ====
0	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	False	cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
2	False	common/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-21660 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/StructField.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/LineageInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/lib/DefaultGraphWalker.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/Optimizer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
==== HIVE-21669 ====
0	True	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
1	False	jdbc/src/java/org/apache/hive/jdbc/HivePreparedStatement.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ColumnStatisticsObj.php
3	False	service-rpc/src/gen/thrift/gen-cpp/TCLIService_constants.cpp
4	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TByteColumn.java
==== HIVE-21670 ====
0	False	LICENSE
1	False	beeline/pom.xml
2	False	druid-handler/pom.xml
3	False	hbase-handler/pom.xml
4	False	packaging/pom.xml
==== HIVE-21675 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFCase.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/cost/HiveDefaultCostModel.java
==== HIVE-21681 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-21685 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorReduceSinkOperator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBJoinTree.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
4	False	druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandler.java
==== HIVE-21686 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lib/SemanticRule.java
1	True	llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheMemoryManager.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/cache/EvictionAwareAllocator.java
==== HIVE-21694 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/ColumnStatsUpdateTask.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/PhysicalOptimizer.java
4	False	service/src/java/org/apache/hive/service/cli/session/SessionManager.java
==== HIVE-21698 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	shims/common/src/main/java/org/apache/hadoop/hive/shims/HadoopShims.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFPrintf.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
==== HIVE-21700 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordSource.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveObjectInspector.java
3	False	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/Warehouse.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
==== HIVE-21706 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/ReplDumpWork.java
1	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
==== HIVE-21711 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/conf/DatabaseType.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/TaskCompiler.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
==== HIVE-21714 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java
==== HIVE-21715 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
1	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/TaskRunner.java
4	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TColumnDesc.java
==== HIVE-21717 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/util/Context.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/LoadDatabase.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastStringToLong.java
==== HIVE-21722 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/load/util/Context.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/exec/TaskRunner.java
==== HIVE-21729 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SplitSample.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/NumericUDAFEvaluatorResolver.java
==== HIVE-21730 ====
0	True	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/TSetIpAddressProcessor.java
2	False	service/src/java/org/apache/hive/service/server/KillQueryImpl.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ColumnStatisticsObj.php
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/TaskFactory.java
==== HIVE-21731 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java
==== HIVE-21742 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprColumnNull.java
1	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/DoubleColumnVector.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringGroupConcatColCol.java
==== HIVE-21746 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/MergeJoinProc.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/AbstractRowContainer.java
==== HIVE-21752 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lib/SemanticRule.java
1	True	hcatalog/core/src/main/java/org/apache/hive/hcatalog/data/HCatRecordObjectInspectorFactory.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/ColumnVectorBatch.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
4	False	common/src/java/org/apache/hive/common/util/FixedSizedObjectPool.java
==== HIVE-21753 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/StorageBasedAuthorizationProvider.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/SQLStdHiveAuthorizationValidator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/security/HiveMetastoreAuthenticationProvider.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/HiveMetastoreAuthorizationProvider.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/AbstractHiveAuthorizer.java
==== HIVE-21758 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
1	False	llap-common/src/java/org/apache/hadoop/hive/llap/protocol/LlapTaskUmbilicalProtocol.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
3	False	storage-api/src/java/org/apache/hive/common/util/Murmur3.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/RetryingHMSHandler.java
==== HIVE-21760 ====
0	False	common/src/java/org/apache/hadoop/hive/common/jsonexplain/Vertex.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/lib/DefaultGraphWalker.java
==== HIVE-21768 ====
0	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
1	False	llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapRowInputFormat.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerdeUtils.java
4	False	hcatalog/core/src/main/java/org/apache/hive/hcatalog/data/HCatRecordSerDe.java
==== HIVE-21776 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastStringToLong.java
1	True	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/ReplChangeManager.java
